"sim17_repl1_input","sim17_repl1_high","sim17_repl1_med","sim17_repl1_low","sim17_repl2_input","sim17_repl2_high","sim17_repl2_med","sim17_repl2_low"
11,17,11,10,0,0,0,0
5,9,2,4,18,34,25,60
7,12,12,3,0,0,0,0
2,0,1,0,0,0,0,1
19,25,25,29,0,0,0,0
2,6,3,3,0,0,0,0
0,0,2,4,2,2,0,0
3,3,6,2,0,0,2,0
0,0,0,0,25,20,35,10
100,142,100,281,19,5,16,15
5,7,5,4,62,57,57,26
1,1,0,0,2,2,1,3
46,43,55,65,1,2,1,1
27,32,36,35,20,20,34,26
2,0,1,1,1,2,4,0
15,12,5,7,1,0,0,0
22,20,18,15,11,7,8,14
23,15,8,17,18,15,23,69
7,2,0,2,8,3,6,7
25,27,20,9,2,6,7,2
5,6,11,6,13,22,14,11
12,13,15,9,0,0,0,0
16,9,14,6,6,3,12,1
33,26,18,38,1,2,3,1
5,6,9,1,0,0,0,0
1,0,0,0,19,30,21,10
15,19,20,12,23,21,19,19
1,2,2,3,9,20,15,8
11,20,12,22,2,3,0,11
34,29,25,65,139,145,177,40
68,63,85,148,5,4,3,5
71,87,61,17,0,0,0,0
7,8,6,6,67,70,65,93
5,2,9,7,4,10,5,2
7,9,9,16,43,49,69,12
3,3,13,2,0,0,0,0
0,1,3,3,27,25,17,18
36,41,41,54,0,1,1,1
0,0,0,0,9,12,11,16
11,8,11,8,3,4,5,9
9,10,11,10,107,107,90,144
3,5,1,2,12,10,9,7
3,4,7,7,19,13,23,17
39,36,29,30,0,0,0,2
2,2,0,0,0,0,0,0
2,2,1,2,8,6,13,4
66,71,83,60,50,54,51,22
18,18,8,5,2,6,7,12
24,16,23,60,0,0,0,0
13,9,11,9,11,9,9,15
20,13,15,42,26,19,26,18
0,0,0,0,3,3,5,2
16,11,12,42,43,60,39,53
10,11,15,1,26,14,14,29
50,44,51,39,34,40,39,15
12,14,20,14,0,0,0,0
1,0,4,0,23,25,26,21
3,6,6,0,9,9,6,14
1,1,1,0,0,1,1,0
0,0,0,0,1,3,3,0
24,29,23,42,0,0,0,0
0,0,0,0,13,10,17,15
25,26,35,12,32,41,45,23
7,8,16,9,0,0,0,0
1,2,0,3,20,23,32,8
0,0,0,0,0,0,0,0
4,9,3,3,119,127,158,122
0,0,0,0,0,0,0,0
16,24,22,8,16,9,6,6
8,6,9,4,0,0,0,0
14,17,10,14,6,0,2,6
0,0,0,0,9,6,9,4
32,36,27,29,1,3,3,0
0,0,0,0,6,8,8,9
15,8,6,8,19,17,21,32
8,10,13,25,0,0,0,0
13,11,19,54,40,36,51,44
4,3,2,3,8,9,8,9
0,0,0,0,32,34,24,16
0,0,0,0,5,8,5,2
14,22,16,34,6,9,5,2
24,33,25,4,0,0,0,0
7,9,9,7,22,21,14,14
12,7,9,6,16,27,35,10
0,1,1,0,0,0,0,0
16,10,19,16,5,10,7,3
8,9,13,0,0,0,0,0
3,1,2,0,3,2,2,5
1,4,3,0,9,6,10,3
85,93,66,11,0,0,0,0
7,9,5,2,15,10,10,6
1,0,0,0,2,1,2,0
41,30,40,9,34,32,39,47
4,4,6,1,72,64,46,33
2,3,2,6,0,0,0,0
26,28,19,2,2,6,2,10
0,0,0,0,0,0,0,0
13,14,10,0,40,25,45,40
0,0,4,0,61,76,76,62
0,0,0,0,22,27,24,25
50,50,36,8,0,0,0,0
5,4,4,0,2,1,3,2
1,0,1,0,21,22,28,18
38,30,29,5,0,0,0,0
3,2,4,9,63,66,47,21
2,3,3,11,1,3,5,0
4,3,3,8,1,1,0,0
30,24,22,34,1,0,1,2
1,5,5,4,14,7,11,10
1,0,1,1,17,18,16,29
0,0,0,0,8,7,9,16
3,0,3,5,20,20,15,23
0,0,0,0,3,3,6,5
12,10,13,22,8,7,6,3
5,7,9,4,13,10,6,9
40,40,23,62,18,24,17,37
23,22,26,24,31,31,30,56
6,4,13,22,18,20,23,16
6,8,9,8,15,28,23,7
0,0,2,5,3,7,4,2
38,24,28,48,8,12,4,5
90,104,76,288,0,0,1,0
19,15,34,43,3,5,1,6
70,60,56,89,18,17,11,9
0,0,0,0,16,13,19,6
9,8,9,11,36,38,31,16
21,16,18,48,32,30,28,13
8,5,1,8,21,34,37,21
9,12,8,8,2,0,2,0
8,12,6,11,0,0,0,0
7,4,3,3,8,20,9,22
20,7,14,5,46,49,91,25
0,0,0,0,6,2,2,0
5,9,9,10,3,6,7,8
4,3,2,4,3,10,9,9
5,4,2,2,9,14,5,9
26,18,25,3,0,0,0,0
52,68,49,85,1,1,4,6
6,5,7,6,0,2,0,0
5,5,2,3,15,13,19,25
0,0,1,1,0,0,0,0
4,4,1,0,108,95,75,265
41,32,20,4,2,4,2,2
0,0,0,1,28,22,15,24
1,0,0,0,1,3,0,0
2,5,3,2,1,1,4,0
26,23,24,14,2,0,0,1
0,0,0,0,20,15,12,37
21,26,35,18,7,12,8,34
26,27,17,21,24,29,33,87
3,1,3,1,11,5,9,15
4,2,2,1,49,32,30,16
2,3,1,3,0,0,0,0
6,4,6,4,0,0,0,0
0,0,0,0,1,1,1,4
2,4,5,11,6,12,12,8
25,27,25,16,5,8,8,0
7,11,2,0,32,29,33,26
18,11,9,6,61,47,58,52
64,54,30,66,59,64,36,19
34,30,45,84,0,0,0,0
0,0,0,0,2,1,0,0
5,2,5,2,26,23,35,6
0,0,0,0,7,10,7,22
14,17,21,2,0,0,0,0
2,2,3,0,10,14,7,8
94,59,81,120,19,19,26,34
0,0,0,0,4,2,2,1
73,63,94,52,0,0,0,0
20,11,17,16,32,26,37,31
14,17,11,31,62,49,69,59
26,23,21,35,59,57,67,62
35,27,34,16,11,9,11,13
36,33,41,67,79,79,70,72
0,0,0,0,40,27,35,28
12,11,10,9,15,22,17,25
0,0,0,0,9,15,28,14
2,1,2,0,56,54,41,97
14,16,14,10,6,1,3,0
14,12,17,4,25,27,19,25
11,4,8,2,8,5,8,7
1,1,0,0,14,10,19,9
0,0,0,0,12,19,17,4
149,147,150,576,2,0,1,1
0,6,8,12,0,0,0,0
34,29,28,24,6,7,7,0
0,0,0,0,5,6,6,2
4,4,5,5,0,0,0,0
74,82,67,140,44,36,49,41
11,16,19,32,34,41,43,16
18,21,23,27,0,0,0,0
18,13,35,17,8,10,2,8
0,0,0,0,0,0,0,0
0,0,0,0,12,18,12,10
0,0,0,0,23,24,15,25
22,12,15,30,4,5,8,7
0,0,1,0,1,3,2,2
22,17,22,10,1,1,0,4
17,13,14,8,13,9,19,4
51,43,44,58,1,1,0,4
3,3,2,4,0,0,0,0
74,73,71,250,3,2,9,2
26,28,30,45,0,0,0,0
68,60,68,135,19,14,13,23
5,8,4,1,35,48,34,18
3,6,6,5,13,9,19,7
28,46,34,43,0,0,0,3
21,15,18,21,44,40,39,51
4,7,5,9,19,28,18,10
9,5,3,6,29,32,32,13
10,12,18,15,24,13,19,8
2,6,7,3,41,51,36,10
1,1,2,1,20,14,27,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
12,19,10,22,27,18,28,19
19,18,16,39,25,14,20,17
0,1,2,3,50,33,49,44
13,13,15,5,33,26,35,17
4,3,2,1,10,5,5,4
0,0,0,0,14,12,8,9
24,31,23,27,2,0,0,0
17,21,25,25,2,3,1,1
16,17,23,22,13,16,20,6
3,4,6,9,0,1,0,1
10,19,13,16,6,4,8,6
22,19,18,17,2,1,5,4
25,20,35,16,0,0,1,1
31,30,34,24,0,1,2,3
1,0,1,4,4,4,3,8
9,9,9,4,13,11,20,10
0,0,0,0,5,8,8,15
21,19,18,19,2,2,1,0
1,1,1,0,43,37,36,42
31,27,34,22,9,11,15,9
5,6,4,3,42,53,37,41
24,25,30,41,11,10,5,15
34,35,35,32,14,10,7,20
31,21,25,40,3,3,4,4
13,9,13,14,15,15,14,12
0,0,0,0,15,14,17,13
17,21,21,8,11,10,19,24
2,7,4,6,0,0,0,0
5,5,5,9,32,35,34,100
0,0,0,0,2,10,3,10
2,0,3,1,26,31,46,25
1,3,1,4,19,10,19,30
11,12,13,24,2,0,1,1
13,5,7,2,19,22,16,16
0,0,0,0,0,0,0,0
38,31,35,24,31,16,22,21
2,1,2,3,15,7,9,12
32,30,26,24,0,0,0,0
73,57,58,133,0,0,0,0
63,72,76,65,0,0,0,0
7,6,1,2,2,4,4,1
18,24,28,33,34,34,30,70
4,3,3,9,34,30,39,63
4,0,4,2,23,19,23,12
6,7,13,6,14,27,13,29
39,37,37,12,11,10,10,24
37,31,33,22,1,1,4,0
0,1,1,0,13,21,20,12
1,1,1,1,2,3,5,1
65,51,75,53,6,10,9,7
43,31,47,42,6,3,3,3
3,2,8,5,5,9,10,11
3,8,9,11,12,7,9,16
5,6,7,8,2,3,4,5
0,0,0,0,7,5,2,8
0,0,1,0,0,1,1,0
6,2,3,11,7,8,13,14
0,0,0,0,25,25,11,27
0,0,0,0,5,3,2,7
0,0,0,0,35,51,43,8
48,31,52,65,5,6,5,10
1,2,2,2,18,11,24,36
22,18,21,36,18,22,17,7
5,7,5,2,17,15,10,5
27,20,29,24,10,6,10,3
32,22,25,27,10,9,12,14
2,2,1,3,41,44,43,44
46,33,31,33,5,6,6,9
4,5,3,2,0,0,0,0
1,2,0,1,7,9,7,7
2,3,0,4,9,9,11,16
25,23,30,15,29,47,57,60
32,27,44,20,49,32,42,112
0,0,1,2,0,0,0,0
0,2,1,1,29,18,20,3
10,18,24,13,10,8,4,9
29,18,38,38,29,31,35,66
3,3,6,10,0,0,2,2
9,15,11,5,0,5,2,2
40,44,39,25,7,6,3,1
18,27,27,22,6,6,3,0
8,9,4,3,45,60,38,59
7,7,4,0,1,1,1,1
1,2,3,2,16,13,15,9
4,6,5,1,27,29,22,11
0,0,0,0,0,2,2,2
4,10,8,8,1,8,6,7
0,0,0,0,1,2,2,0
0,0,0,0,0,7,9,2
6,7,6,2,44,31,22,19
9,7,15,20,0,0,0,0
1,1,0,0,0,0,0,0
2,6,6,3,21,7,21,13
72,68,87,76,12,10,14,13
13,13,17,17,8,7,5,4
0,0,0,2,46,32,47,15
29,35,33,10,11,12,14,8
14,14,8,32,0,0,0,0
52,51,45,51,33,32,44,110
12,9,11,26,1,1,1,0
2,6,8,7,41,40,44,14
37,35,35,16,0,0,0,0
9,11,7,8,7,5,13,7
34,29,28,9,0,0,0,0
0,0,0,0,15,14,13,7
60,30,47,48,5,3,2,5
0,0,0,0,0,0,0,0
6,8,6,11,4,6,4,0
53,49,44,36,3,2,6,2
0,6,0,1,0,0,0,0
27,42,20,7,35,26,30,36
0,1,1,3,17,12,20,12
40,37,29,24,7,5,14,1
33,41,42,38,66,58,64,90
9,26,18,19,0,0,0,1
21,24,20,7,8,8,10,17
4,4,3,10,13,12,7,24
11,8,14,9,2,6,3,2
3,1,6,3,8,22,22,10
21,14,19,27,0,0,0,0
1,0,3,2,13,3,6,2
21,15,26,16,0,0,0,0
3,2,4,0,6,6,16,11
5,3,2,1,4,4,3,0
0,1,1,1,38,33,50,28
35,37,48,40,23,25,28,18
0,0,1,0,13,23,19,1
10,7,7,3,23,20,15,43
0,0,0,0,0,0,0,0
8,10,17,19,0,0,0,0
3,3,2,1,81,79,95,82
17,19,6,19,2,0,1,1
6,1,3,0,10,11,15,8
0,0,0,0,25,24,17,6
1,2,0,1,7,13,12,16
26,18,20,21,20,19,24,6
20,10,23,28,8,10,6,5
17,6,10,9,17,16,17,9
0,0,0,0,2,6,3,1
37,24,24,15,22,10,22,6
7,3,6,1,0,0,0,0
1,0,2,1,87,60,86,82
6,8,8,5,28,34,35,19
3,0,3,5,18,15,11,9
0,0,0,0,0,0,0,0
20,24,16,38,56,50,63,33
4,5,8,3,0,0,0,0
0,1,2,3,16,16,16,6
15,19,11,11,0,0,0,0
0,0,0,0,4,6,5,23
0,0,0,0,20,26,22,44
26,32,31,50,7,2,4,4
5,3,2,0,4,3,3,3
0,0,0,0,6,6,2,2
85,72,66,38,84,93,89,183
0,0,0,0,9,8,3,9
19,23,29,37,8,11,15,8
2,4,4,3,0,0,2,3
10,14,12,2,0,0,0,0
6,2,2,4,6,3,4,9
22,13,21,22,64,54,58,25
8,10,9,15,8,7,4,13
47,45,53,20,0,0,0,0
36,25,24,12,0,0,2,0
0,0,0,0,7,12,4,3
2,2,4,1,10,18,15,15
64,69,69,35,1,4,5,1
1,4,4,5,4,8,9,7
4,2,0,4,12,18,25,11
9,19,18,6,0,1,0,0
28,26,30,36,42,22,39,54
0,0,0,0,44,52,45,62
7,4,15,6,0,0,0,0
2,0,1,3,89,80,80,128
3,2,4,0,0,3,2,3
15,19,15,7,2,3,7,4
4,5,5,3,14,20,11,9
0,0,1,1,5,4,8,3
0,2,3,0,0,0,0,1
22,12,18,24,5,6,3,2
59,61,74,121,27,22,40,37
8,11,3,9,41,47,30,24
33,23,32,32,12,6,8,5
0,0,0,0,35,36,30,18
2,5,2,3,6,7,5,5
9,7,16,0,3,5,10,9
5,10,10,2,20,22,28,30
1,4,0,0,11,13,15,20
7,1,3,8,0,0,0,0
1,1,1,1,59,52,54,8
0,0,0,2,14,1,9,2
0,2,0,0,12,25,19,7
5,3,6,3,51,35,41,81
8,10,4,9,0,0,0,0
3,0,1,4,9,10,13,11
0,1,0,0,14,25,20,16
6,3,4,3,10,26,19,5
2,0,1,6,14,5,7,5
3,7,6,24,17,7,16,5
0,0,0,0,7,9,5,1
8,6,7,8,4,1,3,2
14,9,15,4,2,0,0,1
41,31,35,25,0,0,0,0
13,18,10,5,7,9,13,3
0,0,0,0,0,1,0,1
15,10,20,12,11,13,9,23
19,17,14,6,6,4,13,5
23,16,16,0,0,0,0,0
9,11,8,3,3,5,4,2
0,0,0,0,26,22,15,36
0,0,0,0,3,2,12,10
6,1,4,13,2,2,3,2
4,0,4,0,68,54,65,47
0,0,0,0,1,3,1,1
2,1,7,1,3,3,4,1
3,3,6,3,0,0,0,0
31,31,30,12,0,0,1,0
8,14,12,10,13,13,13,19
36,30,31,24,16,16,25,33
0,0,0,0,0,1,1,1
5,3,1,2,0,1,3,1
3,3,0,3,27,32,25,39
3,2,1,2,13,22,14,28
0,1,3,1,5,3,6,11
16,17,16,4,5,8,13,7
7,2,6,1,7,9,8,5
7,4,3,7,81,57,79,100
14,29,32,65,13,7,14,7
0,0,0,0,16,17,20,1
0,0,0,0,25,32,24,34
2,3,3,0,49,35,41,43
23,32,41,24,7,9,6,4
34,36,36,22,6,4,2,2
1,0,1,1,4,13,10,0
4,4,7,3,4,12,13,37
12,14,9,11,60,76,68,35
0,0,0,0,10,8,9,38
0,3,1,3,14,8,17,3
10,5,7,9,30,28,28,25
16,11,14,9,0,0,0,1
0,0,0,0,12,8,16,13
39,38,26,76,37,27,34,18
19,15,30,16,0,0,0,0
8,5,9,30,1,4,0,6
69,57,67,138,10,12,14,22
7,3,10,2,47,50,44,6
15,17,13,12,0,0,0,0
0,0,0,0,14,16,26,28
5,10,9,7,0,0,0,0
0,0,0,0,31,37,50,65
0,0,1,1,10,9,6,5
8,6,6,9,10,9,11,4
1,1,1,1,0,0,0,0
29,30,21,30,31,41,39,86
36,26,32,45,59,47,49,34
16,8,15,16,3,3,1,14
0,0,0,1,5,5,3,4
0,0,0,0,9,4,17,8
15,11,18,37,3,7,2,1
0,0,0,0,6,5,6,5
11,10,14,5,1,0,2,1
9,6,17,11,9,4,8,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31,30,23,34,31,30,35,34
3,5,3,1,2,3,4,2
3,4,5,5,19,12,8,9
1,4,1,5,1,2,2,0
22,22,33,21,18,12,29,54
16,11,15,18,1,0,1,0
11,10,14,9,0,0,0,0
19,16,14,22,8,4,8,11
0,0,0,0,0,0,0,1
6,2,3,5,3,1,0,0
0,0,0,0,5,5,4,5
12,4,9,6,31,19,23,26
37,17,52,63,11,15,10,6
7,5,6,0,24,16,20,33
0,0,0,0,0,2,2,1
31,35,36,16,4,3,10,9
12,10,9,4,0,2,0,0
17,8,4,8,31,28,41,23
0,0,0,0,82,72,93,84
2,3,1,1,8,9,13,3
0,0,0,0,5,1,1,4
0,0,0,0,30,29,40,33
54,48,47,13,45,47,47,62
24,29,23,18,47,46,48,37
85,72,85,84,43,39,38,55
24,19,14,18,0,0,0,0
9,7,5,12,2,1,1,0
4,7,1,0,0,0,0,0
2,1,1,1,33,48,45,68
0,2,1,1,0,1,2,2
0,0,0,0,0,0,0,0
5,1,1,5,27,27,19,42
14,17,17,20,11,8,10,2
0,0,0,0,15,14,17,4
9,4,6,8,13,7,8,9
23,32,24,24,1,4,1,1
12,6,10,7,11,14,12,13
0,0,0,0,0,1,0,0
0,1,2,0,8,3,8,5
19,17,19,4,2,1,3,1
5,4,2,3,2,0,0,1
0,0,0,0,7,15,6,6
3,0,2,0,21,16,20,17
0,0,2,0,9,16,15,7
17,18,19,17,24,22,37,29
13,13,19,41,0,0,0,0
0,0,0,0,23,26,26,61
1,1,0,0,0,0,0,0
11,19,13,14,5,8,17,7
13,13,8,8,10,6,14,33
9,8,11,6,0,0,0,0
7,10,6,2,16,17,13,3
73,85,79,76,0,0,0,0
17,10,17,11,0,0,1,0
0,2,3,3,0,3,1,11
9,5,16,1,44,45,43,36
3,7,14,13,25,26,21,36
12,6,13,39,4,2,4,4
0,2,3,1,29,34,23,29
20,10,36,22,8,9,5,12
41,33,48,26,11,9,11,9
3,2,2,2,16,17,12,18
3,6,0,0,34,26,35,18
4,5,4,3,0,0,0,0
1,1,3,0,0,0,0,0
32,31,34,17,5,9,9,1
4,2,3,4,8,5,9,9
35,13,30,36,1,4,4,1
0,0,0,0,4,3,2,3
19,29,38,33,27,24,45,0
9,8,11,8,5,5,5,1
25,28,21,9,48,40,45,47
6,5,2,2,0,1,0,0
66,50,56,79,25,21,23,41
9,9,4,6,14,16,4,4
1,0,0,0,0,0,0,0
3,2,6,5,15,12,20,13
2,2,4,1,26,34,33,29
14,18,11,10,37,35,37,48
25,28,41,10,67,60,50,23
5,6,9,2,104,103,107,53
0,1,1,5,7,12,9,4
1,3,0,0,31,30,22,34
8,5,4,8,1,2,3,0
0,0,0,0,25,20,21,34
4,3,1,0,0,0,0,0
10,4,3,6,0,0,2,2
0,0,0,0,0,0,0,0
7,3,3,4,4,5,2,10
1,6,3,8,1,0,0,1
13,6,1,10,78,80,73,22
16,15,31,5,2,0,5,1
25,29,23,23,35,25,38,33
41,44,52,38,0,0,0,0
25,17,29,37,14,5,14,15
6,3,2,0,0,0,0,0
0,0,0,2,3,3,8,1
11,3,9,4,14,8,15,16
16,12,11,20,58,58,45,48
0,0,0,0,35,24,39,31
14,11,8,6,29,27,13,33
1,0,1,0,29,28,35,62
0,0,0,0,4,2,1,1
14,23,25,23,28,31,12,6
7,10,14,6,35,38,39,7
0,0,0,0,15,10,14,18
3,1,3,2,0,0,0,0
2,3,11,1,0,2,1,1
8,11,10,1,0,0,1,0
10,5,5,9,35,39,39,18
11,7,12,12,0,0,2,0
2,1,3,3,3,0,1,1
63,72,63,36,0,0,0,0
11,8,8,10,4,7,9,11
42,24,24,32,18,22,17,38
0,0,0,0,66,78,67,7
6,3,2,3,5,3,2,11
2,0,2,1,26,30,25,22
42,49,45,56,75,67,102,38
12,8,15,49,7,15,9,4
7,14,3,7,40,30,33,18
0,0,0,0,1,3,3,1
0,0,0,0,4,14,6,13
47,41,47,30,1,3,4,1
8,5,4,0,35,45,12,67
4,3,5,0,0,0,0,0
3,2,3,5,0,0,0,0
0,0,0,0,3,3,6,2
11,9,13,10,72,94,53,248
15,17,21,13,2,6,2,9
16,20,24,2,32,20,36,38
26,19,29,10,13,13,9,10
64,70,71,67,8,6,9,6
2,2,1,1,124,85,131,655
61,31,47,14,0,0,0,0
3,6,5,16,34,48,42,73
72,69,77,134,0,0,0,0
1,6,5,0,9,12,10,4
2,3,2,6,66,51,64,14
17,13,23,4,30,32,34,10
10,8,12,25,0,0,0,0
22,33,39,46,0,0,0,0
5,4,1,5,0,0,0,0
7,8,3,2,0,1,3,0
0,0,0,0,1,2,0,1
0,0,0,0,9,7,14,9
0,1,1,0,15,18,11,22
0,0,0,0,0,0,0,0
18,23,13,0,13,7,7,12
1,3,3,1,20,21,16,22
10,18,14,0,11,8,16,5
31,33,35,73,2,4,2,1
11,8,5,1,4,7,6,3
3,0,2,1,23,37,22,47
9,5,8,8,16,10,12,12
32,33,50,26,10,4,2,20
4,6,6,13,0,0,0,3
0,0,0,0,0,1,2,0
22,35,12,47,1,1,2,1
36,44,44,63,0,0,0,0
1,2,7,0,1,4,2,8
38,44,32,31,6,5,3,6
40,56,50,36,20,13,7,3
2,5,2,5,0,0,0,0
19,17,25,20,83,117,65,299
7,8,9,6,14,23,12,4
12,3,5,3,36,27,36,22
1,0,2,0,24,23,26,39
8,5,4,1,6,3,8,6
3,9,6,10,1,3,1,1
3,5,6,3,13,18,18,10
17,12,12,27,32,35,47,26
41,44,50,54,0,0,0,0
68,88,56,71,0,0,0,0
3,2,2,0,14,35,30,11
7,4,1,10,0,0,0,0
4,3,3,1,13,10,9,1
1,2,4,2,12,22,16,7
23,16,16,38,5,11,17,14
16,14,15,17,1,0,2,1
5,3,3,1,1,0,1,0
7,7,8,8,0,1,0,1
38,33,37,74,27,33,27,30
25,20,13,4,1,0,0,0
0,0,0,0,2,0,0,0
1,4,6,4,31,26,36,41
0,0,0,0,26,18,28,11
26,21,17,41,16,8,13,7
3,3,4,5,47,54,48,55
7,11,8,2,13,11,16,8
1,2,2,0,18,27,22,2
5,2,6,6,17,15,20,10
13,15,7,0,9,7,10,11
31,30,34,76,6,12,4,9
0,0,0,0,4,7,5,7
0,0,1,1,4,4,1,3
6,4,5,1,5,3,4,4
0,1,2,0,50,47,37,6
2,2,0,1,5,12,12,0
14,9,13,47,6,4,5,4
0,0,0,0,0,0,0,0
2,1,5,0,0,0,0,0
3,7,3,7,7,3,4,3
0,0,0,0,34,41,39,28
0,0,0,0,43,42,53,7
6,5,5,4,12,17,12,13
0,0,0,0,4,4,4,1
7,4,10,2,10,10,8,11
4,3,5,1,30,37,28,37
19,23,17,10,42,45,44,7
1,2,1,3,1,0,2,0
3,1,0,4,19,23,20,27
1,1,0,0,5,1,3,4
1,2,0,1,8,10,6,9
20,31,25,10,19,12,34,48
12,8,15,1,9,4,6,3
47,40,45,40,62,50,49,71
5,5,10,11,0,2,2,0
3,6,7,8,0,0,0,1
7,9,2,3,29,33,27,7
0,0,0,0,5,2,2,3
26,29,22,24,13,12,10,31
12,16,12,22,3,2,3,7
25,22,31,21,9,9,14,8
3,3,2,0,74,52,68,91
74,68,58,62,0,3,1,6
4,3,4,2,11,10,9,7
11,20,28,15,6,4,5,5
0,1,1,0,2,3,4,5
19,17,22,7,0,0,0,0
8,12,4,12,3,3,0,2
2,3,6,1,14,3,5,10
8,7,5,3,12,6,1,3
13,18,3,5,6,4,6,11
0,0,0,0,1,2,0,0
2,4,1,1,36,53,33,6
84,80,76,144,2,0,5,3
0,0,0,0,8,6,6,4
4,3,4,3,3,1,3,0
9,8,12,5,68,47,65,88
2,3,2,0,69,57,65,57
4,11,7,7,20,21,22,27
2,3,7,0,34,24,23,9
44,39,30,70,9,11,18,0
8,5,8,3,21,15,25,39
7,7,9,6,0,0,0,0
1,0,2,0,9,11,9,10
0,0,0,0,9,10,7,4
2,0,0,0,2,1,2,0
54,38,33,50,9,16,16,2
25,16,20,28,13,23,7,9
0,0,0,0,0,0,0,0
0,0,0,0,29,23,19,21
42,47,47,44,10,8,8,7
46,38,45,18,9,8,7,12
15,24,16,0,0,0,0,0
5,4,2,1,19,14,23,6
21,23,11,11,6,13,11,8
12,10,13,17,0,0,3,2
1,2,1,3,57,74,71,73
24,18,19,2,22,16,20,42
11,17,10,13,10,8,6,5
37,55,40,66,2,4,2,3
10,8,11,13,5,10,9,5
3,5,2,4,3,6,3,2
1,0,0,3,2,7,6,1
15,19,14,22,20,14,27,6
79,59,87,76,0,0,0,0
0,0,0,0,6,4,6,2
29,16,29,14,5,3,5,1
16,24,17,5,3,3,2,3
15,5,11,17,10,12,14,6
18,23,24,3,16,23,16,2
0,0,0,0,20,19,26,13
3,6,3,1,30,28,23,11
44,50,39,59,26,31,37,16
15,13,9,4,12,14,15,6
18,9,16,14,31,37,35,16
0,3,5,5,5,4,2,2
0,0,0,0,28,27,34,20
0,1,1,0,0,0,0,2
20,22,17,2,12,11,11,5
0,0,0,0,12,17,8,17
35,29,35,13,0,0,0,0
35,54,27,39,3,6,0,1
14,11,6,7,8,11,9,5
0,0,0,0,0,0,0,0
19,45,19,11,127,137,113,156
18,25,13,6,0,2,1,0
28,17,20,4,12,14,22,6
15,26,16,7,0,1,2,2
1,0,0,0,63,51,64,67
44,36,32,10,9,13,16,0
6,6,9,6,11,8,5,14
3,3,2,2,0,2,1,0
0,0,0,0,0,0,0,0
19,19,24,8,0,3,2,0
2,11,4,2,20,14,9,29
0,0,0,0,8,6,3,1
1,0,0,1,22,25,33,34
27,23,29,7,6,9,13,5
14,7,12,8,0,0,0,0
15,21,15,6,8,4,2,0
3,2,5,0,12,12,11,14
1,1,1,1,2,5,7,6
11,12,10,6,34,32,40,68
7,5,11,12,59,75,59,39
14,2,6,2,8,2,7,1
0,0,2,0,0,0,0,0
29,19,27,41,7,0,4,1
23,12,15,4,41,46,34,1
0,0,0,0,11,13,14,11
5,12,12,0,0,0,0,0
0,1,0,0,0,0,0,0
26,31,37,7,0,1,0,1
0,0,0,0,8,8,4,8
5,9,3,6,0,0,0,0
21,14,11,6,15,32,14,14
12,9,12,2,4,13,12,10
0,0,0,0,73,78,64,1
72,89,78,98,0,0,0,0
21,19,23,14,4,4,4,0
1,0,0,2,3,3,5,4
3,0,1,2,3,7,1,17
8,10,20,3,17,23,15,9
1,4,3,3,0,0,0,0
15,23,14,9,6,11,9,5
20,12,9,3,39,38,39,4
4,5,2,6,0,0,0,0
2,4,3,0,9,10,13,8
4,6,5,10,24,16,12,16
7,8,5,9,2,4,5,8
0,0,0,0,5,6,7,8
11,9,10,11,7,6,9,7
7,4,4,7,0,0,0,2
26,26,39,25,20,14,16,13
0,0,0,0,4,2,7,7
36,32,18,59,45,34,45,21
14,19,19,72,0,1,1,0
0,2,4,4,0,1,0,0
1,1,2,0,4,4,6,5
7,9,8,12,8,10,10,1
0,0,0,0,1,0,0,2
0,0,0,0,20,18,18,0
2,2,1,0,14,22,13,9
13,30,12,18,1,2,2,0
10,15,11,3,2,2,0,5
16,27,21,26,3,1,8,3
0,0,0,1,2,3,7,7
0,0,0,0,0,1,1,0
10,11,10,1,7,8,8,17
10,20,15,17,3,8,6,5
29,37,29,15,27,43,20,7
40,48,30,18,5,10,12,11
3,3,4,5,37,25,30,5
8,11,8,6,2,1,1,3
11,14,13,19,11,14,18,44
0,0,0,0,0,0,0,0
5,15,9,17,40,40,61,13
0,0,0,0,7,2,10,7
12,20,24,5,4,6,7,2
1,1,2,1,42,53,41,12
0,0,0,0,0,0,0,1
49,28,37,10,1,1,2,7
7,8,13,12,0,0,0,0
4,3,6,0,5,10,9,5
3,6,5,5,31,34,30,6
2,1,1,3,13,8,11,2
3,7,3,8,5,8,4,12
20,22,22,12,7,11,10,7
0,0,1,0,9,9,7,5
0,3,1,1,46,37,49,20
3,1,4,0,19,25,21,20
2,0,1,0,110,116,133,22
40,42,37,41,24,17,16,55
0,0,0,0,0,1,1,0
10,16,13,5,61,60,67,35
1,1,1,0,100,107,84,75
44,41,26,8,10,5,3,1
0,0,0,0,29,20,30,1
5,8,3,17,9,7,8,8
16,23,26,14,17,19,26,21
83,79,51,317,0,0,0,0
0,0,0,0,0,0,0,0
31,34,31,14,0,0,0,0
1,3,0,3,36,32,38,28
3,1,0,1,0,0,0,0
20,19,15,11,17,26,13,20
43,30,29,18,2,2,3,1
38,46,41,24,4,7,7,4
