"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
1624,750,2355,1839
894,1021,1373,1070
2369,1736,2796,714
862,1077,1545,2288
3241,3314,3664,7870
2019,2160,2476,3001
675,249,1108,1106
2768,3607,3914,2030
995,578,1205,809
2559,3368,3039,4028
877,863,1126,1705
423,500,579,358
1184,2115,1464,1555
3054,7861,3398,1698
3631,2472,4018,7196
1109,2113,1395,1050
1801,2119,2741,2958
1257,1532,1572,1826
1523,1308,1715,1774
848,630,728,1205
1809,1838,2113,965
736,632,944,1235
1959,1438,2136,1700
1034,777,1362,872
1323,3050,1513,2166
1932,2802,2974,4570
2344,1377,3258,3901
1742,3237,1904,1015
1372,1603,1599,1467
783,968,1079,1094
2931,4650,3519,2999
469,108,420,382
1069,1290,1182,818
1511,1135,1415,1361
1469,2323,1527,1174
1643,1079,2075,3129
1313,677,2551,2413
2229,1613,2616,4956
1547,2544,1455,1569
1905,915,2350,4585
1347,658,1310,1750
1431,1363,1924,1459
966,1319,1391,1085
1060,1879,1520,2614
634,560,871,897
2115,2997,1980,1935
2933,6379,2795,3226
1910,2457,1918,1971
1332,2305,1886,2594
1084,1080,1555,1361
1397,935,1886,3054
1341,1374,1436,1955
1468,962,1233,1788
3178,2305,3700,5101
1691,2136,2008,2912
2014,3043,2717,2140
3302,3950,3420,4066
852,1434,1124,213
1625,2298,1772,1715
926,1647,1285,1310
1550,1897,2035,2963
1227,907,1463,2419
2487,1971,2689,1691
259,225,592,900
344,589,582,1480
1413,1291,1791,2163
1829,2925,2383,2116
822,988,888,1009
458,1223,532,233
718,758,1027,1386
371,450,571,887
275,517,370,647
1190,1330,1401,960
314,400,645,696
2405,1586,3323,2998
1833,2325,2589,1271
1456,931,1573,874
1412,1793,1467,377
1852,2014,2860,3238
1157,1214,1234,1319
2252,4728,3195,2163
2084,2412,2928,4176
1640,2448,2285,3182
1063,1896,1490,1078
2540,2031,3257,2720
801,734,997,930
1156,1448,1411,2535
683,703,889,1438
2634,2187,3532,4771
1812,1111,1930,2301
2984,5412,4275,4787
2180,1705,2900,3426
3670,3521,4094,3781
1228,1511,1209,1189
1520,2036,2260,2482
684,557,667,915
2068,2121,2609,2930
2354,1649,2847,2377
2184,3709,2891,3585
1090,1329,995,1054
2496,4063,3209,4372
1258,1215,1087,1546
1584,1315,2043,4347
984,2241,1256,716
2104,982,2771,2003
2128,1819,2558,1265
1572,1846,2261,1955
2629,2079,2526,1832
1262,1098,1479,3131
1187,898,1342,2257
2080,1011,2006,3349
278,282,386,169
3803,3891,5306,5001
2821,3041,3190,4312
2423,3321,2619,2136
961,1591,1333,779
588,371,571,258
668,817,940,635
160,159,244,264
370,687,268,361
373,516,406,541
565,415,411,510
1705,1961,1959,1348
714,1238,689,975
3067,565,3496,4764
2014,2107,2353,5897
941,2223,974,704
2532,4515,3221,3936
668,837,1386,1315
4926,5278,5920,6505
1564,967,2010,3222
1927,2473,2687,2879
129,300,253,440
1034,1377,1600,2562
1936,2949,2142,2554
3121,2193,3848,3619
930,898,1376,1373
817,844,1483,945
502,1073,635,301
678,683,1001,1449
1689,1215,1471,1100
917,1111,1299,912
1230,1441,1401,883
3136,6826,3304,2691
3696,5901,4377,3712
2287,1392,2917,3624
1641,1416,1897,3591
890,586,1420,1267
662,1138,826,726
1072,1856,1286,1657
1873,1651,1981,2369
2132,1143,1949,1964
2053,1098,2444,1992
3392,5599,3374,4463
1084,431,1337,1281
2060,1860,2705,4226
881,989,1186,574
973,1066,1148,2348
2414,3090,2309,1629
1243,1925,1263,789
2244,2854,2590,3275
1320,602,1626,3859
2425,3415,3114,2295
1826,3802,2682,6337
1700,1670,2104,4263
2665,2665,3203,3666
3299,2511,3519,1742
1339,1960,1279,1782
1583,1187,1421,1002
2125,2332,2171,2939
3134,3552,3898,4798
2304,1809,2826,1976
660,832,859,1215
409,235,691,730
2037,4290,2543,4106
295,343,357,210
300,190,282,458
396,252,440,671
2830,5822,3928,6702
2357,3697,2821,2599
1441,1289,1739,1130
836,1028,1721,3039
2786,3343,3733,6624
2000,5801,2023,3248
1941,2776,2156,3078
169,180,271,232
2951,3991,3668,2770
5036,9592,6137,6900
1455,767,1864,2270
1817,4386,1607,1875
1363,1710,2224,2033
1010,910,993,1089
7048,8682,10390,4074
1819,2372,2008,1531
726,1172,691,750
1693,1150,2164,3046
1256,837,1531,842
1395,3109,1655,4744
4718,7871,6394,6340
1054,696,1234,1082
2390,2617,2330,2765
1024,1526,1044,760
3637,5299,4238,1610
1403,987,2066,2049
1414,2607,1714,3662
1208,1432,1236,3847
1277,1883,1891,3223
1439,519,2254,1774
795,1373,757,310
796,637,672,493
2682,2410,3670,4392
2074,2404,2911,1305
875,1709,839,561
225,267,411,329
929,427,1225,1819
1319,2793,1954,1546
1697,2439,2664,4655
1140,377,1392,1708
1438,1390,1416,1213
1211,824,2007,2277
441,1131,492,540
799,447,1112,1157
852,744,1458,1953
1518,803,1579,1665
786,687,848,564
1262,2211,1670,1288
1639,1923,1641,2260
1211,1197,1458,1471
1048,1361,1439,1108
714,656,620,441
2262,4589,2195,2440
1040,406,1573,1732
1948,1740,2645,789
568,543,682,737
1657,2855,1934,1826
1415,1297,1749,2452
970,998,952,1562
1737,1801,2387,3175
954,805,1178,1067
1905,1684,2544,1924
878,2354,1229,702
2155,3407,3027,2154
4221,4956,4534,4644
1804,2390,2345,2255
301,167,271,459
1139,965,1208,2331
1037,1166,1303,1450
1805,3780,2029,1116
2789,5345,4209,5506
997,2359,1607,947
2038,2307,2903,4926
1458,2858,1873,814
3246,2219,3940,9164
2610,2941,3419,2527
4097,5459,5256,5383
1600,2067,1786,4912
844,997,1467,1451
991,1100,2115,2178
951,1692,1292,2381
1943,1149,2516,2131
995,1304,1297,2245
1754,3551,2077,1556
3587,6547,4351,4340
1968,1437,2654,3996
1344,2878,1795,1860
999,1912,1177,2210
1601,1236,2120,1322
415,193,609,567
1416,1472,1410,1195
1883,640,1743,1988
2916,4187,3174,4185
5209,9330,6132,12714
4364,1062,5015,3858
2019,2442,2663,2226
2274,1861,2725,4208
1098,189,1120,887
6038,7442,8407,7358
2302,947,2715,2091
222,366,496,638
1797,1986,2355,3135
3843,3429,4776,6373
1001,695,1216,1838
3188,3465,3757,2414
936,1677,1113,1606
1118,825,1602,1187
3419,2148,3926,4784
589,691,732,718
2189,1931,3009,6017
4301,4799,4915,6012
1584,2112,1848,2512
97,56,128,127
2043,3223,3255,2768
350,333,535,422
547,630,775,1258
2888,3396,3321,3996
2432,1954,2845,1989
2382,6571,2951,3541
913,270,1348,2643
1633,2506,1883,1923
2928,4611,3429,4112
1712,1376,1596,1580
3013,3059,3223,2760
1242,970,2112,4415
2391,3036,3068,2202
988,757,751,1182
1753,976,1544,1616
861,698,1347,2107
2269,1848,2561,2088
668,387,920,712
910,994,1305,1861
3071,5110,3973,5191
1859,5031,2292,2888
598,911,1075,1233
1632,2163,1714,1093
2182,3330,2428,3061
2166,3399,2365,3507
872,1228,1006,547
1927,1901,2200,2406
3019,1513,2793,1994
923,436,1106,1004
542,714,298,201
992,511,1543,1075
969,1623,1231,2553
2414,6495,3007,2576
2270,1221,2819,2234
723,668,1226,1554
1054,667,1030,1296
1786,545,782,1095
2596,2123,2883,3355
1058,910,1776,1596
388,1048,825,499
1384,2771,1670,3279
3338,8187,3858,1242
2040,1833,2332,2416
3046,1616,3430,3240
2290,1585,2953,7044
3426,2906,3652,3521
2580,2046,2867,2233
920,2049,1136,1409
720,609,787,1237
3332,4505,4188,6022
3869,1344,5207,2539
1517,1529,2256,2150
2375,3735,2521,3912
3921,7257,5009,6719
421,621,844,599
1365,2234,1564,1496
1418,967,1526,940
1145,990,1623,1758
738,1244,906,1471
940,1616,1295,1933
618,374,527,539
1797,1335,2617,2756
2290,1679,2654,2164
664,470,1015,1752
973,1270,1271,1639
1352,988,2073,640
890,688,1176,2143
876,327,1321,553
193,110,263,267
720,1055,871,640
2381,2404,2664,3935
3143,2548,3111,1830
3311,3186,4070,1723
1449,1714,2088,1939
538,713,649,978
1717,2804,2064,5534
1853,3365,1707,2117
651,864,677,439
1487,1363,2555,3169
2718,2627,4132,4566
1030,970,1251,1251
2766,2112,3864,3741
368,337,684,293
2520,4225,3205,2253
2840,2867,3144,3525
1755,2381,2312,3662
2413,3458,2875,3434
175,371,312,38
664,1029,777,565
587,930,1019,1975
413,471,711,972
1853,3132,2326,3011
584,495,792,287
1890,2738,1990,3364
1723,1189,2476,3499
1128,1557,1607,1555
1151,3087,1360,929
1550,1296,1633,2352
1098,1401,995,1140
578,265,429,536
393,780,439,319
1496,2525,2191,1216
1770,1369,2449,2950
1336,958,1789,3640
1952,2855,2701,1710
1765,2138,1894,1273
1772,3774,2202,1571
2776,3990,3734,12228
2183,3083,2356,4346
1213,999,1754,1200
1702,1684,2401,3919
1821,1390,1845,969
659,1049,769,411
1012,908,1746,1158
1781,2461,1966,1632
840,1297,1152,1518
1405,1015,1948,3206
4693,3328,6769,9205
1205,1265,1226,1131
1762,2422,2582,957
839,1354,1185,534
436,80,865,852
1321,1225,1299,2521
604,559,1041,1602
1222,1956,2126,1550
3311,5970,4419,4231
779,936,780,907
196,223,392,216
2421,6130,2452,3407
510,648,622,1370
1021,2281,1776,1114
5804,9380,6931,6517
1955,640,2254,1251
867,338,1352,2319
3950,3910,4275,6818
272,133,217,271
795,1142,1381,1119
2407,2480,3024,2078
3025,1577,3344,6279
1145,1084,1275,1274
1319,2422,1937,1784
2142,2986,2406,1341
1756,1379,1676,1417
1562,5619,2271,2320
1840,811,2457,3201
834,605,1560,877
1707,2077,1739,1565
3331,3853,4337,5738
600,461,374,129
972,864,1553,2319
1499,814,1816,1697
413,646,642,840
1522,2831,2069,1796
1058,1171,1388,1956
892,1017,888,831
913,1235,1464,986
2040,4012,3086,5630
1170,1684,1335,962
1524,4159,1810,2609
3628,1697,3957,3128
687,509,748,1366
1137,1895,1220,1073
3936,8351,4866,2871
1505,1822,1865,2277
241,198,189,194
2262,5188,2352,3144
1836,1439,1879,1359
887,994,1223,1550
1318,1218,1912,3468
2975,2647,3407,4794
1833,3544,2014,3225
1111,1634,1067,623
1887,3203,1929,2138
747,422,1022,622
2045,3462,2916,5856
516,1209,689,493
1980,2730,2434,1397
1032,1483,1698,2008
2364,2306,2581,2702
1325,2475,1618,3115
229,219,356,344
783,497,1032,954
144,120,25,20
1245,1959,1398,1065
1586,1405,1985,4069
992,1525,897,609
1356,1041,1487,1548
469,660,468,1150
865,1021,1381,971
1208,261,1375,770
322,241,311,608
2589,3707,2581,3839
1803,958,2229,2982
3170,1942,3601,2785
450,258,320,203
2874,3496,3767,2385
913,599,1292,738
416,386,691,656
750,139,815,370
227,405,554,528
895,864,1206,510
1405,2624,1315,990
3150,2801,3647,5830
2119,2564,2562,2075
695,1001,1132,716
2265,2070,2628,3920
4434,6643,6239,6837
1604,1417,2346,4357
4655,4235,4698,3797
594,900,927,1990
2929,3992,2951,3077
1214,685,1181,2002
1118,1269,1740,3084
1517,1588,1722,2380
1687,2683,1504,955
1886,1049,3070,4031
2520,2000,3409,4992
2605,1807,3097,8981
790,826,773,891
1849,2634,2793,3007
2245,2810,2603,4763
2163,2645,2454,1030
98,154,162,136
2213,4297,2966,2325
1404,2387,1517,1057
876,772,992,1156
1927,4902,2675,2032
563,802,680,846
2615,5152,3589,4680
1172,2746,1625,2463
2158,2375,2633,3848
1134,1111,1873,2029
3549,2715,4128,5893
489,502,429,174
1739,1409,1718,1563
1417,3132,1935,2021
2040,2062,2551,1990
857,1488,1486,2946
209,158,253,386
1207,1972,1016,1037
986,1202,1595,736
2776,4645,3665,2896
1223,1235,1853,2988
2120,2909,2101,1339
612,889,814,899
1533,4731,2053,1658
3558,3958,4647,7295
1621,1351,2085,1393
1122,840,1753,1493
3420,2972,3533,3834
2335,2634,3018,4660
1737,2758,1464,888
725,380,1001,1048
3527,1685,3971,2755
927,530,1010,1502
1281,1406,1433,2894
776,545,921,219
2934,2250,3147,4768
2609,3562,3220,2000
1759,1725,2115,2565
1521,3080,2119,2570
2869,2586,3595,3052
1291,640,1738,975
868,803,1119,1224
2004,987,2441,4575
3789,4039,5657,1689
1962,3282,2562,2242
3009,5212,4023,8502
3202,4804,3878,5773
620,257,781,318
1424,1909,1777,2744
3491,3537,3369,2801
1822,1238,2133,2034
1981,2339,3265,4458
1003,952,1451,1434
1353,2065,1512,1135
3008,3154,4063,4030
991,642,1304,1640
368,412,339,547
881,434,1593,1921
2658,4299,3405,1721
2695,1197,2710,984
2226,1275,2918,2252
2290,2827,3093,6794
2100,3008,2131,1273
1590,1444,1982,1451
1801,1426,1979,1464
1175,742,1131,674
1793,1584,2863,2627
2833,2923,3063,3169
521,322,473,910
1548,1952,1499,1706
765,418,1017,912
1456,1592,1915,2837
1863,2219,1833,1701
777,583,1211,2517
2456,2578,2596,3281
1718,1705,1531,1908
3105,1921,3542,5996
588,967,639,804
1810,528,2275,3278
1012,883,1060,1024
2634,4835,2930,6999
448,503,252,346
961,827,1170,1296
992,1698,906,341
837,1278,1422,319
1205,2721,1628,1944
1431,938,2247,2109
2447,3796,3470,2810
1748,1206,1526,869
2670,2387,2455,3535
1156,1970,1763,1662
1169,1299,723,288
831,1204,1050,719
735,485,971,1838
2121,1959,2168,1430
1379,2664,1870,1907
1488,2727,1615,1157
1039,808,870,904
305,265,345,323
1453,680,1861,1668
1415,4272,1692,1693
778,1044,1118,1390
983,1477,1039,1574
2993,2856,3098,2563
2290,2290,2687,3512
886,553,1033,1078
2483,4321,3499,5277
825,498,798,961
950,1502,1740,2677
1171,1488,1671,1546
788,587,1009,975
990,1311,1290,1895
2922,1749,2782,4851
389,174,368,247
391,560,392,443
1241,1475,1535,953
2102,1458,1646,1886
5106,2690,5421,7596
1629,2660,1951,2389
3161,2482,3686,3989
1550,2406,2320,3092
1422,2122,1368,2170
869,1103,623,1405
810,450,1415,877
966,973,1146,1124
288,184,296,231
2036,1852,2141,3362
1514,284,1928,2133
3307,6855,3589,2693
723,792,927,2001
945,1069,1331,1440
1472,1029,1844,2412
2108,1584,2410,2413
826,1150,923,1100
1941,2776,1772,1408
2335,2268,2854,5705
1703,1317,2470,1776
1311,1897,1763,1267
1668,2451,1867,1799
843,1708,1054,1293
2016,3229,2379,3180
3927,13831,4318,5696
517,713,718,1230
2272,3426,2844,4698
207,328,540,851
2996,5147,3883,3699
3003,2119,3699,3270
1777,675,2478,5385
1841,3367,2194,2133
663,846,899,937
1556,1830,1761,860
1389,1975,1574,1626
1684,3049,1694,1599
2230,4898,2848,4198
704,847,606,596
1856,2311,2667,3406
3272,2082,3407,3538
1620,2011,1728,2141
315,533,274,236
1009,1402,1224,1070
1824,1298,2531,3146
1459,2165,2230,2638
2193,1501,2470,4486
1202,1483,2266,1746
1041,1019,1154,853
1495,710,1846,1824
729,1009,980,1543
2212,4173,2513,2445
1410,1670,2050,1464
1293,1870,1282,2117
3514,1900,3689,5887
3067,3263,4071,3684
2986,4743,3608,2334
1707,2963,2342,4601
1405,1112,1232,2167
461,569,598,353
2693,3881,3225,3372
1064,1471,1108,1482
1582,1092,2529,2604
391,575,439,697
2038,2226,2072,1138
2480,2174,3810,1996
2976,3861,3339,1730
1522,2152,1785,1516
3604,4303,4391,9869
2047,2436,2257,1616
1724,1438,1786,2438
2048,2359,3235,5127
894,1351,1086,498
2480,4128,3057,2023
1683,1104,2536,3997
1999,2647,3063,4607
5556,3467,5721,5721
811,1216,1103,1280
1422,3194,2207,3600
1307,1270,1319,643
1271,2172,2287,2881
798,1002,628,725
840,913,1111,1153
1709,2617,1628,1257
531,564,841,1768
1867,2920,1884,1921
344,374,479,1137
978,847,1528,1209
1341,1777,1846,1650
1688,5132,1430,1609
2028,2275,2458,2707
1548,800,1589,2887
1006,2300,1166,1141
3030,3255,3470,7833
3837,7527,4685,3635
643,1126,913,421
1860,2172,2563,2338
491,790,767,580
2065,2475,1859,1696
1244,1316,2243,1664
958,1265,859,883
869,403,914,791
1761,3255,2591,2838
2216,3121,2103,5306
583,815,801,1215
1127,845,1577,1447
1237,329,1350,514
1260,2310,1259,1388
1542,2202,1497,1232
1777,1260,1440,3441
260,572,474,892
1496,1147,2176,988
489,827,883,2219
1187,1039,1406,2121
1048,3295,1091,732
2425,1860,2922,2380
1837,1698,2229,3392
3267,4901,3928,1622
2011,3160,2673,2275
1059,611,1116,1743
1297,966,1923,810
714,980,882,1657
1042,638,1618,3031
4543,3892,5643,5532
4236,2763,5762,11533
723,1218,999,352
1259,600,1602,1217
1302,1648,1645,1036
2094,3354,2899,1915
3054,2967,3134,4366
3235,1888,4547,11585
668,777,575,402
797,1222,739,338
1325,1135,1347,2010
1521,1571,1816,984
992,1088,1050,346
3952,6074,4723,6551
1468,1936,1544,1361
1677,3253,1950,3540
1029,1913,771,608
1378,1985,1892,587
698,1009,894,1009
1430,1398,1907,3390
2121,3667,2624,3427
2233,1479,2783,2445
623,646,836,270
3676,1961,4282,4784
2793,3546,3767,1986
1733,1483,1929,2417
1371,1806,1375,991
1083,823,827,609
6094,6360,7059,8263
2123,2379,2384,3400
459,223,586,523
514,626,487,454
1374,1299,1960,1167
2263,2263,2754,1123
341,485,326,386
1961,2351,3283,3522
835,1050,840,565
1151,900,1329,990
745,1254,1203,1207
572,469,695,1761
2430,1468,3166,981
496,307,765,640
544,321,654,664
2768,5128,3740,3878
2692,5188,3253,4988
738,790,988,560
501,368,764,764
1945,884,2853,2499
2952,2017,2924,3557
2425,3179,2464,2026
3290,4321,4631,5700
3444,5648,4150,3407
1149,684,1494,1087
487,850,587,821
4045,1112,4828,4749
1707,1454,1935,3356
2517,1086,2762,2368
2322,4258,2362,3541
4203,6643,4608,8474
1756,2494,2433,2186
5181,5028,6884,5983
2758,3183,4016,7099
374,576,926,619
482,365,898,1114
4438,4523,5877,6209
507,548,552,509
839,601,1042,1078
1700,1206,2656,5160
2530,6382,2874,2971
420,702,478,419
2787,5377,3281,2077
1343,1882,1586,3127
1963,2655,2656,4648
399,745,535,1373
1232,1941,1400,2055
2061,2159,2952,2746
3327,4154,4250,4193
772,362,643,1032
807,797,1115,2322
1385,742,1511,1984
1561,1505,2108,1871
2144,3428,2771,1014
704,1075,1168,1543
2928,5140,2252,891
1586,1590,2304,3841
35,5,49,82
569,413,450,387
3521,5381,4445,9128
2317,2340,3071,2911
1134,683,1543,1235
1108,2772,1107,1101
778,1551,1329,1198
1496,976,1694,1705
874,1076,1329,1455
1502,753,1835,1497
3306,4860,4646,4969
835,1065,872,1144
2819,1959,3312,4196
1068,1449,1487,839
2466,1381,2667,1555
1719,3652,2333,3733
3371,4556,3730,4287
1129,1536,898,1030
1423,550,1795,2183
661,936,1150,1890
2236,5280,2487,2158
947,708,1085,1484
1124,1356,1534,1258
188,236,211,319
2525,3466,3313,4016
758,830,1132,734
1428,2647,1562,3490
4952,5656,5747,16840
810,983,808,708
1573,1769,2171,3419
1908,2216,2336,2750
1062,2237,968,1321
1161,992,1229,663
2064,1047,2896,1869
362,153,704,644
1134,1161,1727,2624
1757,1403,1769,1743
610,272,586,1010
521,642,592,682
1888,1902,1962,3236
4645,7066,5736,3592
518,384,989,894
968,863,1509,3981
566,1070,611,1341
1671,1907,1562,1947
1296,1467,1634,1865
933,601,1194,2032
2807,4692,2783,1495
2907,5150,3387,3469
2222,1350,2890,3230
2288,3310,3073,1966
2335,2513,2334,1082
2789,4483,3463,3835
857,1867,934,511
1347,2261,1985,4070
220,176,352,527
538,539,996,2214
1541,878,1849,4610
916,1025,953,1351
289,380,189,315
1408,1857,1959,2401
447,456,626,866
2274,2343,2857,2891
1919,2020,1948,2425
2629,2088,2953,3619
2127,2690,2561,2956
184,230,485,382
1241,949,1493,1724
1399,1124,1994,1727
1680,1715,1936,1378
995,984,1640,1438
1796,1992,1587,2348
1490,1545,1687,1651
1157,1706,1095,522
2069,2831,2121,2225
804,709,885,775
3908,4193,4657,4933
359,490,531,516
5225,12244,5628,2764
758,1154,876,662
1842,1656,2767,2964
855,773,1012,1294
474,437,510,797
2217,1559,1681,1057
1375,850,2041,1654
1544,1494,1711,2531
1664,3370,1338,1294
1987,3780,3030,5443
890,1134,1367,1608
1598,1009,1438,2052
523,827,478,495
648,373,1049,549
1970,3937,2364,2162
1831,1517,2410,1470
2218,3137,2494,3871
1047,1738,1410,1174
4305,3660,5515,6728
2356,3194,3181,1993
1661,2328,1878,2223
221,385,429,327
655,847,994,618
2359,1443,2890,4868
706,590,796,1054
1359,1024,1515,3524
2762,2790,3151,8929
2563,1340,3039,4555
2926,2386,4250,6739
4265,2006,5811,5740
1604,1083,1507,897
1222,942,1519,1643
1882,2123,2341,1231
1555,1050,1886,2340
2129,2597,2691,4222
2882,1499,3274,7388
1048,394,823,612
1496,664,1632,2604
2074,1681,2373,4300
2265,2857,2842,1668
1369,1038,1859,3098
2415,2661,2754,2754
1714,2819,1639,2245
679,359,631,504
374,502,529,359
358,446,584,710
497,423,492,676
1031,1576,1480,1833
711,782,761,884
1950,608,2441,2341
384,663,459,154
2521,2796,3119,2024
860,648,758,950
320,507,571,125
1867,2758,1763,2436
3143,4749,4422,8032
1991,2478,2194,2357
775,395,1014,1266
3218,1845,4278,4166
4178,8119,5627,4187
3897,5244,4533,5189
2288,2404,2114,3163
795,1036,1540,1903
2176,2805,2653,2692
1504,1706,1802,1977
533,615,828,473
1665,1614,2043,2019
1659,3825,2138,3291
929,621,1016,964
975,585,1894,3345
2224,4696,3057,3624
851,737,1074,2396
393,84,430,1062
1651,1641,1840,1182
1954,2941,2185,2020
232,259,340,314
3235,3086,2997,3370
891,1016,1064,468
2302,2337,3290,7062
1388,1213,2118,3437
1301,1321,2169,3505
4819,5549,5905,7225
1276,877,1751,1811
556,457,691,759
212,420,183,228
1792,1095,1955,2387
3394,1927,4282,4878
1082,1417,1308,2098
2218,1646,2438,1910
3201,4123,4531,6873
2018,1130,2221,1870
3272,6974,4538,9909
929,1635,1253,897
585,675,387,651
447,986,572,945
3679,6326,3900,2886
811,1453,991,1141
1533,590,1407,1064
1358,2498,1534,1061
2207,2064,2064,911
814,822,1037,1307
6501,3325,6569,3370
1979,4679,2634,1555
1196,1771,1413,496
1086,883,1449,1355
1328,1441,1700,2892
1195,1331,1084,981
1092,1104,1110,1905
1546,1011,1663,1784
924,1650,1337,1422
792,571,587,589
3465,2480,3589,6154
749,700,888,481
131,319,103,88
642,1908,673,595
2054,789,2491,5152
1519,934,2542,4873
1178,1712,1771,1729
1520,1173,2559,3201
990,1310,967,497
763,665,1205,1689
1059,1082,1431,1659
685,454,781,779
211,180,276,236
1258,1584,1727,763
1754,1313,2682,1389
1547,1589,1902,2919
621,445,987,401
1581,2213,1341,1210
601,1036,623,1137
1995,1786,2617,1005
1256,1213,1992,3153
3026,3974,4127,7589
1830,3351,2048,1369
968,647,895,601
1638,825,2070,2393
297,125,496,974
976,1142,1060,697
972,752,1087,1360
239,241,346,390
2608,3491,2804,2001
1705,2862,2316,1866
1219,1143,1841,2509
1428,1108,2256,1901
1392,664,1814,1558
436,503,726,1195
729,753,1199,833
640,625,603,628
865,696,1002,633
162,90,113,125
2068,2812,2629,3305
2169,2587,3057,2899
2098,1515,2048,2257
3029,4763,3117,3188
469,450,571,362
678,586,676,622
1431,2038,1654,1120
1857,876,2486,3660
1209,2333,1886,1972
1420,3861,2236,1576
2475,4585,2860,1928
1214,1427,1418,2359
227,133,415,509
1610,1281,1788,1633
748,1629,1516,1907
4517,5537,6523,10175
1371,1394,1579,2804
730,501,912,839
2968,4348,3454,3314
1512,1465,1679,1484
1634,1466,2352,2412
1441,4338,1693,1253
1760,2261,1487,2156
2187,2360,2453,969
1464,653,2016,244
961,1416,1241,1571
1297,1699,1487,3392
2892,1179,2896,3809
1226,974,1229,1794
875,845,1304,2780
812,933,1108,745
1758,1302,1978,2446
1515,2412,1620,1991
688,1485,1270,455
395,302,620,1089
2307,3810,3111,2688
1312,3240,1265,1570
1543,2371,1659,1312
481,816,439,662
2322,4435,3080,2263
1137,866,1493,1593
1140,658,1638,1900
2136,2593,1763,1685
2480,1449,2747,1677
2165,2366,2015,412
1754,961,2702,2829
1267,2333,1522,1166
1808,447,1706,889
1718,2318,1914,1600
2692,1047,3049,3261
1635,2096,2071,3310
539,896,1378,1732
1224,1540,1399,734
3579,5766,4219,3803
1579,2813,2034,2118
1487,2059,2347,3566
583,472,729,1156
2235,1883,2184,2356
2745,3321,3375,4377
1366,997,1037,1020
1134,547,1513,1181
1174,946,1720,1692
510,357,475,369
2151,1813,2479,1984
2449,1285,3135,4556
783,905,921,254
1109,1773,1616,1972
1756,487,2895,2934
2250,2652,4333,2498
2642,2792,2689,1938
712,872,855,721
2634,1647,3236,3480
1376,1646,1437,1387
1447,1850,1636,2078
4355,6075,5555,7115
1350,1709,1208,2726
3278,2701,3531,3461
1018,1508,1321,3002
1247,3775,1298,2664
674,556,666,178
5518,4607,6393,6429
816,1042,839,855
2141,3439,2568,1374
1200,1825,888,1218
1692,2501,2171,1116
485,471,759,1206
1340,1248,1481,1345
2174,3351,2542,2663
1323,2666,2191,2388
3065,3598,3097,1635
2686,3623,2640,4105
1434,970,1539,1882
996,562,1047,1694
1514,1721,1761,2012
858,1320,1079,736
1535,2293,2200,2783
1085,558,1388,2341
1579,2025,1907,2880
2068,1259,2189,2038
1803,1360,1886,3182
1485,1089,1675,1555
748,828,1023,867
258,305,319,614
1067,853,901,498
1872,2673,2148,2210
1132,1368,1139,943
1952,2421,2022,1361
1174,2128,1830,3544
955,828,1207,1924
1953,3396,2270,1274
1120,507,1326,1348
2461,2187,3281,4737
2233,2250,2637,4124
2421,3290,2938,4475
1027,1014,1417,1491
3913,4268,5262,12233
1094,735,1249,1435
1163,791,2123,1311
1535,1938,1633,1280
312,601,397,323
1509,704,1307,845
2058,3242,2215,1677
4537,8420,5058,4669
939,1099,1939,2546
1945,2118,2535,1796
1507,1464,1777,1920
250,704,458,422
375,479,463,592
1148,581,1605,2753
2412,2721,2383,4511
1826,1845,2366,2438
891,485,647,649
1724,1994,1871,3694
606,979,904,771
1997,471,2417,1668
1725,3033,1648,805
3979,3632,4698,3645
648,829,1047,1236
960,2251,894,1081
919,645,1012,345
949,1074,1242,1500
1662,4181,2521,1310
2669,1972,3845,8056
2778,2553,3362,4348
1957,3144,1855,2625
881,899,1529,1201
513,434,779,546
1334,1907,1879,2581
669,308,708,1764
690,1257,964,814
187,339,299,327
1125,1726,1313,1243
964,241,1527,793
555,905,525,470
750,1844,791,894
914,1941,1313,1832
740,532,849,523
2158,2044,2600,1839
2794,5336,4166,3605
629,926,1013,1367
2382,2214,2662,3259
631,1530,487,389
3000,1304,3580,4189
717,1018,912,1197
980,665,855,1037
460,819,721,545
3460,2832,3804,5060
1558,3096,1927,1130
1628,2184,2044,1578
1850,1297,2994,3105
311,322,183,74
2624,2258,3146,2484
1733,2211,2524,3254
1871,3351,2094,3418
791,1964,1114,1787
2332,3485,2867,3767
2464,1329,2791,2004
835,1667,778,590
5064,9527,5348,8211
1054,1221,1180,801
2187,4181,2619,3535
2683,4673,3186,4273
2558,4994,2851,3000
1074,2059,1345,806
479,191,593,487
725,1004,835,1405
1261,759,1847,2975
1420,1845,2077,1176
622,1040,681,606
3113,6371,4150,3988
2720,2060,3086,2842
1920,2578,1522,1967
632,622,935,2671
2357,4268,2611,1781
1498,2877,1709,1960
1442,696,1826,1895
290,193,548,465
316,377,504,645
1877,2106,2463,1051
343,583,457,288
934,1195,1030,930
1366,2029,1518,2144
3350,4356,4389,7198
1033,476,1554,2579
2872,3178,3547,4354
599,532,1040,714
3045,6738,3375,1137
4908,5004,5626,7500
1415,1718,2371,1486
4016,6628,4174,7076
953,756,1047,993
1301,1119,1564,2252
