"rawScores","guideScore","log2_rate_ratio","repl0_fc","chrom","label","start","end"
NA,NA,NA,NA,"chr8","chr",129270946,129270966
NA,NA,NA,NA,"chr8","chr",129270984,129271004
NA,NA,NA,NA,"chr8","chr",129270992,129271012
NA,NA,NA,NA,"chr8","chr",129271000,129271020
NA,NA,NA,NA,"chr8","chr",129271007,129271027
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129271072,129271092
NA,NA,NA,NA,"chr8","chr",129271080,129271100
NA,NA,NA,NA,"chr8","chr",129271113,129271133
NA,NA,NA,NA,"chr8","chr",129271120,129271140
NA,NA,NA,NA,"chr8","chr",129271140,129271160
NA,NA,NA,NA,"chr8","chr",129271199,129271219
NA,NA,NA,NA,"chr8","chr",129271274,129271294
NA,NA,NA,NA,"chr8","chr",129271275,129271295
NA,NA,NA,NA,"chr8","chr",129271276,129271296
NA,NA,NA,NA,"chr8","chr",129271326,129271346
NA,NA,NA,NA,"chr8","chr",129271375,129271395
NA,NA,NA,NA,"chr8","chr",129271407,129271427
NA,NA,NA,NA,"chr8","chr",129271417,129271437
NA,NA,NA,NA,"chr8","chr",129271438,129271458
NA,NA,NA,NA,"chr8","chr",129271455,129271475
NA,NA,NA,NA,"chr8","chr",129271457,129271477
NA,NA,NA,NA,"chr8","chr",129271463,129271483
NA,NA,NA,NA,"chr8","chr",129271548,129271568
NA,NA,NA,NA,"chr8","chr",129271549,129271569
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129271561,129271581
NA,NA,NA,NA,"chr8","chr",129271562,129271582
NA,NA,NA,NA,"chr8","chr",129271567,129271587
NA,NA,NA,NA,"chr8","chr",129271568,129271588
NA,NA,NA,NA,"chr8","chr",129271624,129271644
NA,NA,NA,NA,"chr8","chr",129271632,129271652
NA,NA,NA,NA,"chr8","chr",129271674,129271694
NA,NA,NA,NA,"chr8","chr",129271675,129271695
NA,NA,NA,NA,"chr8","chr",129271676,129271696
NA,NA,NA,NA,"chr8","chr",129271772,129271792
NA,NA,NA,NA,"chr8","chr",129271803,129271823
NA,NA,NA,NA,"chr8","chr",129271854,129271874
NA,NA,NA,NA,"chr8","chr",129271881,129271901
NA,NA,NA,NA,"chr8","chr",129271882,129271902
NA,NA,NA,NA,"chr8","chr",129271887,129271907
NA,NA,NA,NA,"chr8","chr",129271890,129271910
NA,NA,NA,NA,"chr8","chr",129271893,129271913
NA,NA,NA,NA,"chr8","chr",129271900,129271920
NA,NA,NA,NA,"chr8","chr",129271928,129271948
NA,NA,NA,NA,"chr8","chr",129271939,129271959
NA,NA,NA,NA,"chr8","chr",129271972,129271992
NA,NA,NA,NA,"chr8","chr",129271983,129272003
NA,NA,NA,NA,"chr8","chr",129271986,129272006
NA,NA,NA,NA,"chr8","chr",129272001,129272021
NA,NA,NA,NA,"chr8","chr",129272016,129272036
NA,NA,NA,NA,"chr8","chr",129272017,129272037
NA,NA,NA,NA,"chr8","chr",129272018,129272038
NA,NA,NA,NA,"chr8","chr",129272025,129272045
NA,NA,NA,NA,"chr8","chr",129272048,129272068
NA,NA,NA,NA,"chr8","chr",129272049,129272069
NA,NA,NA,NA,"chr8","chr",129272055,129272075
NA,NA,NA,NA,"chr8","chr",129272063,129272083
NA,NA,NA,NA,"chr8","chr",129272092,129272112
NA,NA,NA,NA,"chr8","chr",129272116,129272136
NA,NA,NA,NA,"chr8","chr",129272142,129272162
NA,NA,NA,NA,"chr8","chr",129272154,129272174
NA,NA,NA,NA,"chr8","chr",129272155,129272175
NA,NA,NA,NA,"chr8","chr",129272208,129272228
NA,NA,NA,NA,"chr8","chr",129272228,129272248
NA,NA,NA,NA,"chr8","chr",129272229,129272249
NA,NA,NA,NA,"chr8","chr",129272254,129272274
NA,NA,NA,NA,"chr8","chr",129272266,129272286
NA,NA,NA,NA,"chr8","chr",129272275,129272295
NA,NA,NA,NA,"chr8","chr",129272331,129272351
NA,NA,NA,NA,"chr8","chr",129272332,129272352
NA,NA,NA,NA,"chr8","chr",129272333,129272353
NA,NA,NA,NA,"chr8","chr",129272336,129272356
NA,NA,NA,NA,"chr8","chr",129272408,129272428
NA,NA,NA,NA,"chr8","chr",129272452,129272472
NA,NA,NA,NA,"chr8","chr",129272505,129272525
NA,NA,NA,NA,"chr8","chr",129272507,129272527
NA,NA,NA,NA,"chr8","chr",129272523,129272543
NA,NA,NA,NA,"chr8","chr",129272528,129272548
NA,NA,NA,NA,"chr8","chr",129272529,129272549
NA,NA,NA,NA,"chr8","chr",129272534,129272554
NA,NA,NA,NA,"chr8","chr",129272536,129272556
NA,NA,NA,NA,"chr8","chr",129272555,129272575
NA,NA,NA,NA,"chr8","chr",129272565,129272585
NA,NA,NA,NA,"chr8","chr",129272575,129272595
NA,NA,NA,NA,"chr8","chr",129272597,129272617
NA,NA,NA,NA,"chr8","chr",129272599,129272619
NA,NA,NA,NA,"chr8","chr",129272600,129272620
NA,NA,NA,NA,"chr8","chr",129272704,129272724
NA,NA,NA,NA,"chr8","chr",129272712,129272732
NA,NA,NA,NA,"chr8","chr",129272714,129272734
NA,NA,NA,NA,"chr8","chr",129272758,129272778
NA,NA,NA,NA,"chr8","chr",129272785,129272805
NA,NA,NA,NA,"chr8","chr",129272829,129272849
NA,NA,NA,NA,"chr8","chr",129272830,129272850
NA,NA,NA,NA,"chr8","chr",129272845,129272865
NA,NA,NA,NA,"chr8","chr",129272875,129272895
NA,NA,NA,NA,"chr8","chr",129272914,129272934
NA,NA,NA,NA,"chr8","chr",129272915,129272935
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129272930,129272950
NA,NA,NA,NA,"chr8","chr",129272953,129272973
NA,NA,NA,NA,"chr8","chr",129272962,129272982
NA,NA,NA,NA,"chr8","chr",129273034,129273054
NA,NA,NA,NA,"chr8","chr",129273051,129273071
NA,NA,NA,NA,"chr8","chr",129273052,129273072
NA,NA,NA,NA,"chr8","chr",129273055,129273075
NA,NA,NA,NA,"chr8","chr",129273060,129273080
NA,NA,NA,NA,"chr8","chr",129273064,129273084
NA,NA,NA,NA,"chr8","chr",129273081,129273101
NA,NA,NA,NA,"chr8","chr",129273104,129273124
NA,NA,NA,NA,"chr8","chr",129273106,129273126
NA,NA,NA,NA,"chr8","chr",129273112,129273132
NA,NA,NA,NA,"chr8","chr",129273120,129273140
NA,NA,NA,NA,"chr8","chr",129273132,129273152
NA,NA,NA,NA,"chr8","chr",129273160,129273180
NA,NA,NA,NA,"chr8","chr",129273173,129273193
NA,NA,NA,NA,"chr8","chr",129273179,129273199
NA,NA,NA,NA,"chr8","chr",129273180,129273200
NA,NA,NA,NA,"chr8","chr",129273238,129273258
NA,NA,NA,NA,"chr8","chr",129273240,129273260
NA,NA,NA,NA,"chr8","chr",129273313,129273333
NA,NA,NA,NA,"chr8","chr",129273321,129273341
NA,NA,NA,NA,"chr8","chr",129273350,129273370
NA,NA,NA,NA,"chr8","chr",129273374,129273394
NA,NA,NA,NA,"chr8","chr",129273425,129273445
NA,NA,NA,NA,"chr8","chr",129273592,129273612
NA,NA,NA,NA,"chr8","chr",129273667,129273687
NA,NA,NA,NA,"chr8","chr",129273679,129273699
NA,NA,NA,NA,"chr8","chr",129273849,129273869
NA,NA,NA,NA,"chr8","chr",129274188,129274208
NA,NA,NA,NA,"chr8","chr",129274189,129274209
NA,NA,NA,NA,"chr8","chr",129274194,129274214
NA,NA,NA,NA,"chr8","chr",129274363,129274383
NA,NA,NA,NA,"chr8","chr",129274374,129274394
NA,NA,NA,NA,"chr8","chr",129274699,129274719
NA,NA,NA,NA,"chr8","chr",129274948,129274968
NA,NA,NA,NA,"chr8","chr",129274953,129274973
NA,NA,NA,NA,"chr8","chr",129274961,129274981
NA,NA,NA,NA,"chr8","chr",129275017,129275037
NA,NA,NA,NA,"chr8","chr",129275023,129275043
NA,NA,NA,NA,"chr8","chr",129275032,129275052
NA,NA,NA,NA,"chr8","chr",129275044,129275064
NA,NA,NA,NA,"chr8","chr",129275078,129275098
NA,NA,NA,NA,"chr8","chr",129275162,129275182
NA,NA,NA,NA,"chr8","chr",129275168,129275188
NA,NA,NA,NA,"chr8","chr",129275206,129275226
NA,NA,NA,NA,"chr8","chr",129275218,129275238
NA,NA,NA,NA,"chr8","chr",129275263,129275283
NA,NA,NA,NA,"chr8","chr",129275380,129275400
NA,NA,NA,NA,"chr8","chr",129275396,129275416
NA,NA,NA,NA,"chr8","chr",129275409,129275429
NA,NA,NA,NA,"chr8","chr",129275419,129275439
NA,NA,NA,NA,"chr8","chr",129275434,129275454
NA,NA,NA,NA,"chr8","chr",129275458,129275478
NA,NA,NA,NA,"chr8","chr",129275511,129275531
NA,NA,NA,NA,"chr8","chr",129275519,129275539
NA,NA,NA,NA,"chr8","chr",129275535,129275555
NA,NA,NA,NA,"chr8","chr",129275538,129275558
NA,NA,NA,NA,"chr8","chr",129275559,129275579
NA,NA,NA,NA,"chr8","chr",129275611,129275631
NA,NA,NA,NA,"chr8","chr",129275616,129275636
NA,NA,NA,NA,"chr8","chr",129275626,129275646
NA,NA,NA,NA,"chr8","chr",129275649,129275669
NA,NA,NA,NA,"chr8","chr",129275650,129275670
NA,NA,NA,NA,"chr8","chr",129275656,129275676
NA,NA,NA,NA,"chr8","chr",129275695,129275715
NA,NA,NA,NA,"chr8","chr",129275702,129275722
NA,NA,NA,NA,"chr8","chr",129275707,129275727
NA,NA,NA,NA,"chr8","chr",129275720,129275740
NA,NA,NA,NA,"chr8","chr",129275724,129275744
NA,NA,NA,NA,"chr8","chr",129275742,129275762
NA,NA,NA,NA,"chr8","chr",129275752,129275772
NA,NA,NA,NA,"chr8","chr",129275784,129275804
NA,NA,NA,NA,"chr8","chr",129275784,129275804
NA,NA,NA,NA,"chr8","chr",129275786,129275806
NA,NA,NA,NA,"chr8","chr",129275796,129275816
NA,NA,NA,NA,"chr8","chr",129275802,129275822
NA,NA,NA,NA,"chr8","chr",129275803,129275823
NA,NA,NA,NA,"chr8","chr",129275804,129275824
NA,NA,NA,NA,"chr8","chr",129275805,129275825
NA,NA,NA,NA,"chr8","chr",129275806,129275826
NA,NA,NA,NA,"chr8","chr",129275819,129275839
NA,NA,NA,NA,"chr8","chr",129275823,129275843
NA,NA,NA,NA,"chr8","chr",129275845,129275865
NA,NA,NA,NA,"chr8","chr",129275908,129275928
NA,NA,NA,NA,"chr8","chr",129275934,129275954
NA,NA,NA,NA,"chr8","chr",129275962,129275982
NA,NA,NA,NA,"chr8","chr",129275963,129275983
NA,NA,NA,NA,"chr8","chr",129275964,129275984
NA,NA,NA,NA,"chr8","chr",129275965,129275985
NA,NA,NA,NA,"chr8","chr",129276014,129276034
NA,NA,NA,NA,"chr8","chr",129276015,129276035
NA,NA,NA,NA,"chr8","chr",129276042,129276062
NA,NA,NA,NA,"chr8","chr",129276044,129276064
NA,NA,NA,NA,"chr8","chr",129276057,129276077
NA,NA,NA,NA,"chr8","chr",129276096,129276116
NA,NA,NA,NA,"chr8","chr",129276101,129276121
NA,NA,NA,NA,"chr8","chr",129276166,129276186
NA,NA,NA,NA,"chr8","chr",129276201,129276221
NA,NA,NA,NA,"chr8","chr",129276212,129276232
NA,NA,NA,NA,"chr8","chr",129276232,129276252
NA,NA,NA,NA,"chr8","chr",129276251,129276271
NA,NA,NA,NA,"chr8","chr",129276296,129276316
NA,NA,NA,NA,"chr8","chr",129276303,129276323
NA,NA,NA,NA,"chr8","chr",129276404,129276424
NA,NA,NA,NA,"chr8","chr",129276405,129276425
NA,NA,NA,NA,"chr8","chr",129276413,129276433
NA,NA,NA,NA,"chr8","chr",129276558,129276578
NA,NA,NA,NA,"chr8","chr",129276563,129276583
NA,NA,NA,NA,"chr8","chr",129276564,129276584
NA,NA,NA,NA,"chr8","chr",129276569,129276589
NA,NA,NA,NA,"chr8","chr",129276570,129276590
NA,NA,NA,NA,"chr8","chr",129276576,129276596
NA,NA,NA,NA,"chr8","chr",129276602,129276622
NA,NA,NA,NA,"chr8","chr",129276613,129276633
NA,NA,NA,NA,"chr8","chr",129276614,129276634
NA,NA,NA,NA,"chr8","chr",129276624,129276644
NA,NA,NA,NA,"chr8","chr",129276640,129276660
NA,NA,NA,NA,"chr8","chr",129276641,129276661
NA,NA,NA,NA,"chr8","chr",129276645,129276665
NA,NA,NA,NA,"chr8","chr",129276679,129276699
NA,NA,NA,NA,"chr8","chr",129276691,129276711
NA,NA,NA,NA,"chr8","chr",129276693,129276713
NA,NA,NA,NA,"chr8","chr",129276701,129276721
NA,NA,NA,NA,"chr8","chr",129276705,129276725
NA,NA,NA,NA,"chr8","chr",129276707,129276727
NA,NA,NA,NA,"chr8","chr",129276717,129276737
NA,NA,NA,NA,"chr8","chr",129276753,129276773
NA,NA,NA,NA,"chr8","chr",129276763,129276783
NA,NA,NA,NA,"chr8","chr",129276769,129276789
NA,NA,NA,NA,"chr8","chr",129276770,129276790
NA,NA,NA,NA,"chr8","chr",129276771,129276791
NA,NA,NA,NA,"chr8","chr",129276772,129276792
NA,NA,NA,NA,"chr8","chr",129276781,129276801
NA,NA,NA,NA,"chr8","chr",129276797,129276817
NA,NA,NA,NA,"chr8","chr",129276798,129276818
NA,NA,NA,NA,"chr8","chr",129276806,129276826
NA,NA,NA,NA,"chr8","chr",129276808,129276828
NA,NA,NA,NA,"chr8","chr",129276818,129276838
NA,NA,NA,NA,"chr8","chr",129276854,129276874
NA,NA,NA,NA,"chr8","chr",129276867,129276887
NA,NA,NA,NA,"chr8","chr",129276872,129276892
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129276909,129276929
NA,NA,NA,NA,"chr8","chr",129276955,129276975
NA,NA,NA,NA,"chr8","chr",129277038,129277058
NA,NA,NA,NA,"chr8","chr",129277169,129277189
NA,NA,NA,NA,"chr8","chr",129277170,129277190
NA,NA,NA,NA,"chr8","chr",129277186,129277206
NA,NA,NA,NA,"chr8","chr",129277222,129277242
NA,NA,NA,NA,"chr8","chr",129277324,129277344
NA,NA,NA,NA,"chr8","chr",129277398,129277418
NA,NA,NA,NA,"chr8","chr",129277412,129277432
NA,NA,NA,NA,"chr8","chr",129277415,129277435
NA,NA,NA,NA,"chr8","chr",129277440,129277460
NA,NA,NA,NA,"chr8","chr",129277456,129277476
NA,NA,NA,NA,"chr8","chr",129277515,129277535
NA,NA,NA,NA,"chr8","chr",129277516,129277536
NA,NA,NA,NA,"chr8","chr",129277524,129277544
NA,NA,NA,NA,"chr8","chr",129277534,129277554
NA,NA,NA,NA,"chr8","chr",129277535,129277555
NA,NA,NA,NA,"chr8","chr",129277546,129277566
NA,NA,NA,NA,"chr8","chr",129277558,129277578
NA,NA,NA,NA,"chr8","chr",129277606,129277626
NA,NA,NA,NA,"chr8","chr",129277678,129277698
NA,NA,NA,NA,"chr8","chr",129277712,129277732
NA,NA,NA,NA,"chr8","chr",129277713,129277733
NA,NA,NA,NA,"chr8","chr",129277714,129277734
NA,NA,NA,NA,"chr8","chr",129277752,129277772
NA,NA,NA,NA,"chr8","chr",129277770,129277790
NA,NA,NA,NA,"chr8","chr",129277781,129277801
NA,NA,NA,NA,"chr8","chr",129277786,129277806
NA,NA,NA,NA,"chr8","chr",129277817,129277837
NA,NA,NA,NA,"chr8","chr",129277847,129277867
NA,NA,NA,NA,"chr8","chr",129277959,129277979
NA,NA,NA,NA,"chr8","chr",129277969,129277989
NA,NA,NA,NA,"chr8","chr",129277977,129277997
NA,NA,NA,NA,"chr8","chr",129278005,129278025
NA,NA,NA,NA,"chr8","chr",129278006,129278026
NA,NA,NA,NA,"chr8","chr",129278007,129278027
NA,NA,NA,NA,"chr8","chr",129278018,129278038
NA,NA,NA,NA,"chr8","chr",129278043,129278063
NA,NA,NA,NA,"chr8","chr",129278043,129278063
NA,NA,NA,NA,"chr8","chr",129278044,129278064
NA,NA,NA,NA,"chr8","chr",129278048,129278068
NA,NA,NA,NA,"chr8","chr",129278096,129278116
NA,NA,NA,NA,"chr8","chr",129278125,129278145
NA,NA,NA,NA,"chr8","chr",129278226,129278246
NA,NA,NA,NA,"chr8","chr",129278227,129278247
NA,NA,NA,NA,"chr8","chr",129278232,129278252
NA,NA,NA,NA,"chr8","chr",129278286,129278306
NA,NA,NA,NA,"chr8","chr",129278292,129278312
NA,NA,NA,NA,"chr8","chr",129278293,129278313
NA,NA,NA,NA,"chr8","chr",129278307,129278327
NA,NA,NA,NA,"chr8","chr",129278345,129278365
NA,NA,NA,NA,"chr8","chr",129278348,129278368
NA,NA,NA,NA,"chr8","chr",129278408,129278428
NA,NA,NA,NA,"chr8","chr",129278425,129278445
NA,NA,NA,NA,"chr8","chr",129278468,129278488
NA,NA,NA,NA,"chr8","chr",129278521,129278541
NA,NA,NA,NA,"chr8","chr",129278536,129278556
NA,NA,NA,NA,"chr8","chr",129278563,129278583
NA,NA,NA,NA,"chr8","chr",129278564,129278584
NA,NA,NA,NA,"chr8","chr",129278571,129278591
NA,NA,NA,NA,"chr8","chr",129278597,129278617
NA,NA,NA,NA,"chr8","chr",129278605,129278625
NA,NA,NA,NA,"chr8","chr",129278615,129278635
NA,NA,NA,NA,"chr8","chr",129278616,129278636
NA,NA,NA,NA,"chr8","chr",129278617,129278637
NA,NA,NA,NA,"chr8","chr",129278625,129278645
NA,NA,NA,NA,"chr8","chr",129278626,129278646
NA,NA,NA,NA,"chr8","chr",129278626,129278646
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129278653,129278673
NA,NA,NA,NA,"chr8","chr",129278654,129278674
NA,NA,NA,NA,"chr8","chr",129278661,129278681
NA,NA,NA,NA,"chr8","chr",129278667,129278687
NA,NA,NA,NA,"chr8","chr",129278681,129278701
NA,NA,NA,NA,"chr8","chr",129278687,129278707
NA,NA,NA,NA,"chr8","chr",129278733,129278753
NA,NA,NA,NA,"chr8","chr",129278734,129278754
NA,NA,NA,NA,"chr8","chr",129278737,129278757
NA,NA,NA,NA,"chr8","chr",129278814,129278834
NA,NA,NA,NA,"chr8","chr",129278842,129278862
NA,NA,NA,NA,"chr8","chr",129278843,129278863
NA,NA,NA,NA,"chr8","chr",129278873,129278893
NA,NA,NA,NA,"chr8","chr",129278889,129278909
NA,NA,NA,NA,"chr8","chr",129278922,129278942
NA,NA,NA,NA,"chr8","chr",129278923,129278943
NA,NA,NA,NA,"chr8","chr",129279117,129279137
NA,NA,NA,NA,"chr8","chr",129279119,129279139
NA,NA,NA,NA,"chr8","chr",129279122,129279142
NA,NA,NA,NA,"chr8","chr",129279131,129279151
NA,NA,NA,NA,"chr8","chr",129279133,129279153
NA,NA,NA,NA,"chr8","chr",129279134,129279154
NA,NA,NA,NA,"chr8","chr",129279135,129279155
NA,NA,NA,NA,"chr8","chr",129279142,129279162
NA,NA,NA,NA,"chr8","chr",129279143,129279163
NA,NA,NA,NA,"chr8","chr",129279168,129279188
NA,NA,NA,NA,"chr8","chr",129279169,129279189
NA,NA,NA,NA,"chr8","chr",129279169,129279189
NA,NA,NA,NA,"chr8","chr",129279170,129279190
NA,NA,NA,NA,"chr8","chr",129279172,129279192
NA,NA,NA,NA,"chr8","chr",129279173,129279193
NA,NA,NA,NA,"chr8","chr",129279174,129279194
NA,NA,NA,NA,"chr8","chr",129279175,129279195
NA,NA,NA,NA,"chr8","chr",129279180,129279200
NA,NA,NA,NA,"chr8","chr",129279229,129279249
NA,NA,NA,NA,"chr8","chr",129279236,129279256
NA,NA,NA,NA,"chr8","chr",129279310,129279330
NA,NA,NA,NA,"chr8","chr",129279334,129279354
NA,NA,NA,NA,"chr8","chr",129279335,129279355
NA,NA,NA,NA,"chr8","chr",129279392,129279412
NA,NA,NA,NA,"chr8","chr",129279393,129279413
NA,NA,NA,NA,"chr8","chr",129279416,129279436
NA,NA,NA,NA,"chr8","chr",129279419,129279439
NA,NA,NA,NA,"chr8","chr",129279448,129279468
NA,NA,NA,NA,"chr8","chr",129279449,129279469
NA,NA,NA,NA,"chr8","chr",129279467,129279487
NA,NA,NA,NA,"chr8","chr",129279472,129279492
NA,NA,NA,NA,"chr8","chr",129279488,129279508
NA,NA,NA,NA,"chr8","chr",129279494,129279514
NA,NA,NA,NA,"chr8","chr",129279495,129279515
NA,NA,NA,NA,"chr8","chr",129279506,129279526
NA,NA,NA,NA,"chr8","chr",129279507,129279527
NA,NA,NA,NA,"chr8","chr",129279508,129279528
NA,NA,NA,NA,"chr8","chr",129279515,129279535
NA,NA,NA,NA,"chr8","chr",129279539,129279559
NA,NA,NA,NA,"chr8","chr",129279587,129279607
NA,NA,NA,NA,"chr8","chr",129279610,129279630
NA,NA,NA,NA,"chr8","chr",129279611,129279631
NA,NA,NA,NA,"chr8","chr",129279615,129279635
NA,NA,NA,NA,"chr8","chr",129279654,129279674
NA,NA,NA,NA,"chr8","chr",129279722,129279742
NA,NA,NA,NA,"chr8","chr",129279723,129279743
NA,NA,NA,NA,"chr8","chr",129279724,129279744
NA,NA,NA,NA,"chr8","chr",129279725,129279745
NA,NA,NA,NA,"chr8","chr",129279730,129279750
NA,NA,NA,NA,"chr8","chr",129279731,129279751
NA,NA,NA,NA,"chr8","chr",129279732,129279752
NA,NA,NA,NA,"chr8","chr",129279751,129279771
NA,NA,NA,NA,"chr8","chr",129279773,129279793
NA,NA,NA,NA,"chr8","chr",129279776,129279796
NA,NA,NA,NA,"chr8","chr",129279777,129279797
NA,NA,NA,NA,"chr8","chr",129279778,129279798
NA,NA,NA,NA,"chr8","chr",129279794,129279814
NA,NA,NA,NA,"chr8","chr",129279795,129279815
NA,NA,NA,NA,"chr8","chr",129279798,129279818
NA,NA,NA,NA,"chr8","chr",129279827,129279847
NA,NA,NA,NA,"chr8","chr",129279840,129279860
NA,NA,NA,NA,"chr8","chr",129279843,129279863
NA,NA,NA,NA,"chr8","chr",129279844,129279864
NA,NA,NA,NA,"chr8","chr",129279845,129279865
NA,NA,NA,NA,"chr8","chr",129279855,129279875
NA,NA,NA,NA,"chr8","chr",129279893,129279913
NA,NA,NA,NA,"chr8","chr",129279896,129279916
NA,NA,NA,NA,"chr8","chr",129279934,129279954
NA,NA,NA,NA,"chr8","chr",129279960,129279980
NA,NA,NA,NA,"chr8","chr",129279963,129279983
NA,NA,NA,NA,"chr8","chr",129279967,129279987
NA,NA,NA,NA,"chr8","chr",129279968,129279988
NA,NA,NA,NA,"chr8","chr",129279974,129279994
NA,NA,NA,NA,"chr8","chr",129279977,129279997
NA,NA,NA,NA,"chr8","chr",129279978,129279998
NA,NA,NA,NA,"chr8","chr",129279986,129280006
NA,NA,NA,NA,"chr8","chr",129279987,129280007
NA,NA,NA,NA,"chr8","chr",129279988,129280008
NA,NA,NA,NA,"chr8","chr",129279989,129280009
NA,NA,NA,NA,"chr8","chr",129280003,129280023
NA,NA,NA,NA,"chr8","chr",129280004,129280024
NA,NA,NA,NA,"chr8","chr",129280004,129280024
NA,NA,NA,NA,"chr8","chr",129280014,129280034
NA,NA,NA,NA,"chr8","chr",129280020,129280040
NA,NA,NA,NA,"chr8","chr",129280031,129280051
NA,NA,NA,NA,"chr8","chr",129280038,129280058
NA,NA,NA,NA,"chr8","chr",129280039,129280059
NA,NA,NA,NA,"chr8","chr",129280042,129280062
NA,NA,NA,NA,"chr8","chr",129280069,129280089
NA,NA,NA,NA,"chr8","chr",129280070,129280090
NA,NA,NA,NA,"chr8","chr",129280071,129280091
NA,NA,NA,NA,"chr8","chr",129280072,129280092
NA,NA,NA,NA,"chr8","chr",129280075,129280095
NA,NA,NA,NA,"chr8","chr",129280087,129280107
NA,NA,NA,NA,"chr8","chr",129280090,129280110
NA,NA,NA,NA,"chr8","chr",129280102,129280122
NA,NA,NA,NA,"chr8","chr",129280115,129280135
NA,NA,NA,NA,"chr8","chr",129280116,129280136
NA,NA,NA,NA,"chr8","chr",129280117,129280137
NA,NA,NA,NA,"chr8","chr",129280118,129280138
NA,NA,NA,NA,"chr8","chr",129280127,129280147
NA,NA,NA,NA,"chr8","chr",129280128,129280148
NA,NA,NA,NA,"chr8","chr",129280129,129280149
NA,NA,NA,NA,"chr8","chr",129280143,129280163
NA,NA,NA,NA,"chr8","chr",129280144,129280164
NA,NA,NA,NA,"chr8","chr",129280145,129280165
NA,NA,NA,NA,"chr8","chr",129280167,129280187
NA,NA,NA,NA,"chr8","chr",129280185,129280205
NA,NA,NA,NA,"chr8","chr",129280223,129280243
NA,NA,NA,NA,"chr8","chr",129280305,129280325
NA,NA,NA,NA,"chr8","chr",129280320,129280340
NA,NA,NA,NA,"chr8","chr",129280343,129280363
NA,NA,NA,NA,"chr8","chr",129280348,129280368
NA,NA,NA,NA,"chr8","chr",129280362,129280382
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129280431,129280451
NA,NA,NA,NA,"chr8","chr",129280432,129280452
NA,NA,NA,NA,"chr8","chr",129280443,129280463
NA,NA,NA,NA,"chr8","chr",129280452,129280472
NA,NA,NA,NA,"chr8","chr",129280465,129280485
NA,NA,NA,NA,"chr8","chr",129280536,129280556
NA,NA,NA,NA,"chr8","chr",129280545,129280565
NA,NA,NA,NA,"chr8","chr",129280546,129280566
NA,NA,NA,NA,"chr8","chr",129280565,129280585
NA,NA,NA,NA,"chr8","chr",129280566,129280586
NA,NA,NA,NA,"chr8","chr",129280571,129280591
NA,NA,NA,NA,"chr8","chr",129280582,129280602
NA,NA,NA,NA,"chr8","chr",129280622,129280642
NA,NA,NA,NA,"chr8","chr",129280630,129280650
NA,NA,NA,NA,"chr8","chr",129280647,129280667
NA,NA,NA,NA,"chr8","chr",129280666,129280686
NA,NA,NA,NA,"chr8","chr",129280669,129280689
NA,NA,NA,NA,"chr8","chr",129280682,129280702
NA,NA,NA,NA,"chr8","chr",129280700,129280720
NA,NA,NA,NA,"chr8","chr",129280766,129280786
NA,NA,NA,NA,"chr8","chr",129280869,129280889
NA,NA,NA,NA,"chr8","chr",129280870,129280890
NA,NA,NA,NA,"chr8","chr",129280900,129280920
NA,NA,NA,NA,"chr8","chr",129280901,129280921
NA,NA,NA,NA,"chr8","chr",129280908,129280928
NA,NA,NA,NA,"chr8","chr",129280918,129280938
NA,NA,NA,NA,"chr8","chr",129280922,129280942
NA,NA,NA,NA,"chr8","chr",129280930,129280950
NA,NA,NA,NA,"chr8","chr",129280933,129280953
NA,NA,NA,NA,"chr8","chr",129280943,129280963
NA,NA,NA,NA,"chr8","chr",129280956,129280976
NA,NA,NA,NA,"chr8","chr",129280973,129280993
NA,NA,NA,NA,"chr8","chr",129280983,129281003
NA,NA,NA,NA,"chr8","chr",129280984,129281004
NA,NA,NA,NA,"chr8","chr",129280985,129281005
NA,NA,NA,NA,"chr8","chr",129280994,129281014
NA,NA,NA,NA,"chr8","chr",129281009,129281029
NA,NA,NA,NA,"chr8","chr",129281016,129281036
NA,NA,NA,NA,"chr8","chr",129281023,129281043
NA,NA,NA,NA,"chr8","chr",129281024,129281044
NA,NA,NA,NA,"chr8","chr",129281035,129281055
NA,NA,NA,NA,"chr8","chr",129281072,129281092
NA,NA,NA,NA,"chr8","chr",129281075,129281095
NA,NA,NA,NA,"chr8","chr",129281076,129281096
NA,NA,NA,NA,"chr8","chr",129281089,129281109
NA,NA,NA,NA,"chr8","chr",129281138,129281158
NA,NA,NA,NA,"chr8","chr",129281139,129281159
NA,NA,NA,NA,"chr8","chr",129281156,129281176
NA,NA,NA,NA,"chr8","chr",129281157,129281177
NA,NA,NA,NA,"chr8","chr",129281164,129281184
NA,NA,NA,NA,"chr8","chr",129281167,129281187
NA,NA,NA,NA,"chr8","chr",129281168,129281188
NA,NA,NA,NA,"chr8","chr",129281169,129281189
NA,NA,NA,NA,"chr8","chr",129281178,129281198
